Dataset Name,Begin Datetime,End Datetime,Notes,Attribute Description,Resource ID,Resource URL,Resource Format
stadt-wien_photovoltaik-potenzial-2022-daecher--anlagenleistung-wien,,,"Anhand des Digitalen Oberflächenmodells, des Solarstrahlungsmodells sowie des Luftbilds wurde die Eignung der Dächer zur Nutzung von Photovoltaik untersucht. Dabei wurde auch die Neigung der Dächer berücksichtigt und unterschiedliche Faktoren für Flach- und Schrägdächer angenommen. 

Die Eignung der Dachflächen wurde in drei Kategorien eingeteilt. Mittel = 600 bis 900 kWh/m²*a, Gut = 900 bis 1250 kWh/m²*a, Sehr gut ab 1250 kWh/m²a. 
Nicht nutzbare Dachelemente wurden mittels einer Luftbildanalyse ausgenommen (siehe Photovoltaik Potenzial 2022 (Dächer / PV-Potenziale)).

Weiters wurde die theoretische Anlagenleistung ermittelt. Dabei wurde 5,5 m²/kWp beim Schrägdach sowie 6,5 m²/kWp beim Flachdach angenommen und auf die Flächen mit guter und sehr guter Strahlung übertragen. Dann wurden Abschlagsfaktoren angewendet, die nicht erfasste Aufbauten, Wege, Abstände zum Rand, etc. berücksichtigen. Diese Faktoren wurden aus zahlreichen Beispielen realer Anlagenplanungen abgeleitet.

Die hier angezeigte Leistung ist daher als Schätzung zu verstehen und ersetzt keine Untersuchung vor Ort.","OBJECTID: Objekt ID

JOIN_COUNT: Fortlaufende Nummer des ID-Joins

TARGET_FID: Feature ID des Join-Ziels

STR: Straßenname

ONR: Orientierungsnummer

ADRESSE: Adresse (Zusammenführung von Straßenname und Orientierungsnummer)

BEZ: Bezirk

YR: Durchschnittlicher Jahresertrag für die Dachfläche in kWh/m²*a

SLOPE_MEAN: Mittlere Dachneigung

DACHTYP: Dachtyp

SCHLECHT: Eignung der Dächer zur Nutzung von Photovoltaik - Mittel *= 600 bis 900 kWh/m²*a

MITTEL: Eignung der Dächer zur Nutzung von Photovoltaik - Mittel = 600 bis 900 kWh/m²*a

GUT: Eignung der Dächer zur Nutzung von Photovoltaik - Gut = 900 bis 1250 kWh/m²*a

SEHRGUT: Eignung der Dächer zur Nutzung von Photovoltaik - Sehr gut ab 1250 kWh/m²*a

ANLAGENLEISTUNG:  Theoretische Photovoltaik-Anlagenleistung in Kilowattpeak (kWp) - Es wurden 5,5 m²/kWp beim Schrägdach sowie 6,5 m²/kWp beim Flachdach angenommen und nur für die sehr guten und guten Strahlungsbereiche angewendet

TARGET_FID_1: Feature ID des Join-Ziels

BEZIRK: Bezirk

ORIG_FID: Originale ESRI Identifiktionsnummer (Feature ID) 

DENKMALSCHUTZ: Georeferenzierte Denkmalgeschützte Gebäude aus 2020

SHAPE: ESRI Geometrie 

SE_ANNO_CAD_DATA: 

JOIN_COUNT_1: Fortlaufende Nummer des ID-Joins",90638502-e69a-4487-b54a-bcdb835ee286,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:ANLAGENLEISTUNGOGD&srsName=EPSG:4326&outputFormat=csv,CSV
stadt-wien_franziszeischerkatasterwien,1817-01-01T00:00:00,,Digitalisierte Katastralpläne der Stadt Wien 1817 bis 1829.,"Layer Legende:    
TYP: Legendeneintrag    
Layer Beschriftung:    
ANNOTATIONCLASSID: Kategorie des Namensgutes    TEXTSTRING: Bezeichnung Namensgut",8c2337ea-cc6f-4169-bade-d34dad18f05c,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:FRANZKATOGD&srsName=EPSG:4326&outputFormat=csv,CSV
stadt-wien_adressdatenderstadtwien,2015-01-01T00:00:00,,"Adressdaten insbesonders enthaltend die Adressbezeichnung (Verkehrsfläche + Orientierungsnummer), sowie die Koordinaten der Zugangsadresse (Liegenschaftszugang) und der Gebäudeadresse (Lage der Gebäudezugänge)

Wichtig: Aufgrund der hohen Anzahl der bei den Adressen angeführten Attribute ist der WFS-Download der Adressen derzeit auf 150.000 Objekte beschränkt.

Daher: Um sämtliche Adressen von Wien effizient mittels WFS herunterladen zu können, empfiehlt sich ein bezirksweiser Download. Beispiellinks für den 1. Bezirk sind bei den Ressourcen angeführt.

Zusätzlich kann die Anzahl der Attribute beim WFS-Download mit dem Parameter propertyname eingeschränkt werden. Beispiel, um nur die Koordinate, ACD und GEB_BEZIRK herunterzuladen: &propertyname=SHAPE,ACD,GEB_BEZIRK

Hinweis:
Die im WMS kartographisch dargestellten Adressen sind nur die Zugangsadressen und somit eine Untermenge der Adressen. Zugangsadressen stellen den eigentlichen Zu/Eingang in das Gebäude bzw. den Gebäudekomplex dar. Die Visualisierung ist auf den Maßstabsbereich bis maximal 1:5.000 eingeschränkt.","OBJECTID  

OBJEKT_ID  

NAME  

NAME_STR  

NAME_ONR  

NAME_BST  

NAME_GEB  

NAME_ONR_BST_GEB  

NAME_BST_GEB  

ACD  

PLZ  

SCD_NAME_STR  

OBJEKTID_NAME_STR  

ONR_VON  

ONR_BIS  

ON_VON_NUM  

ON_VON_ALPHA  

ZUG_TRENNZEICHEN  

ZUG_TRENNZ_KURZTEXT  

ON_BIS_NUM  

ON_BIS_ALPHA  

HAUPT_IDENT_PSEUDO  

LAGE_ZU_ADR  

LAGE_ZU_ADR_TXT  

ZUG_OBJEKTID  

SCD_ZUGANG_STR  

ABSCHNITT_ZUGANG_STR  

STRABS_ZUGANG_STR  

EDGEOBJECTID_ZUGANG_STR  

ZUGANG_MOEGLICH_J_N  

ZUGADR_TYP  

ZUGADR_TYP  

ZUGADR_ONR_KGNUM  

ZUGADR_ONR_STAMMNR  

ZUGADR_ONR_TEILNR  

STRASSENSEITE  

ZUG_TIMESTAMP_MODIFY  

BST_TRENNZEICHEN  

BST_TRENNZ_KURZTEXT  

BST_NUMMER_NUM  

BST_NUMMER_ALPHA  

BST_NUMMER  

BST_BEZEICHNUNG  

GEB_BEZIRK  

ZUG_BEZIRK  

GEB_WINKEL  

GEB_OBJEKTID  

GEBADR_ANZEIGEN_J_N  

GEB_BEZEICHNUNG  

GEB_TRENNZEICHEN  

GEB_TRENNZ_KURZTEXT  

GEB_NUMMER_NUM  

GEB_NUMMER_ALPHA  

GEB_STATUS  

GEB_STATUS_KURZTEXT  

GEB_BAUBLOCK  

GEB_BAUBLOCK_ID  

GEB_X  

GEB_Y  

EXTERNALORGCODE  

GEBADR_REGIONALCODE  

GEB_NAMECAT  

ZUG_X  

ZUG_Y  

GEB_TIMESTAMP_MODIFY  

AP_TIMESTAMP_MODIFY  

GEB_NUMMER  

UEBERACD  

TOPOGR_NAME_STR  

ZUGADR_REGIONALCODE  

PLATZKENNZEICHEN  

ZUG_WINKEL",053ff141-81b9-4fc6-ae5e-41b49a7cff21,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:ADRESSENOGD&srsName=EPSG:4326&outputFormat=csv&cql_filter=GEB_BEZIRK='01',CSV
stadt-wien_landwienlandesgrenzen,2012-12-17T00:00:00,,Politische Landesgrenze von Wien.,"NAME_LANDK: Wien
NAME_LANDG: WIEN
NAME_GEMK: Stadt Wien
NAME_GEMG: STADT WIEN
STATAUSTRIA_LAND_KENN: 9
STATAUSTRIA_GEM_KENN: 90001
STATAUSTRIA_BEZ_KENN: 900
STATAUSTRIA_BEZ_CODE: 900
FLAECHE: in Quadratmetern
UMFANG: in Metern",aaf28677-a846-4c63-864d-fe120780ea24,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:LANDESGRENZEOGD&srsName=EPSG:4326&outputFormat=csv,CSV
wiener-wohnen-standorte-wien,2019-06-28T00:00:00,,Standorte der Wiener Wohnen Verwaltung,BEZEICHNUNG: Name des Objektes  ADRESSE: Adresse  TELEFON: Telefonnummer  EMAIL: E-Mail  WEBLINK1: Link zu weiterführenden Informationen,bf27606c-5d60-4c81-b7fe-ff2dcecfedb2,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:WIENERWOHNENOGD&srsName=EPSG:4326&outputFormat=csv,CSV
wegweiserbrucken-standorte-wien,2013-06-28T00:00:00,,Strassenwegweiser der Stadt Wien,,a519cfa3-3edf-4c22-8e32-b1cfcc1f3345,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:WEGWEISEROGD&srsName=EPSG:4326&outputFormat=csv,CSV
wanderwege-wien,2019-01-01T00:00:00,,"Von der Stadt Wien angebotene und betreute Wanderwege, Stadtwanderwege und Rundumadum-Wanderweg","OBJECTID=Laufende Nummer  
BEZ_TEXT=Bezeichnung  
URL_INFO=Link zu mehr Information im Internet  
TYP=Interne Kategorie",d48b140c-301c-4179-a501-2427c80e4f00,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:WANDERWEGLAINZOGD&srsName=EPSG:4326&outputFormat=csv,CSV
wanderwege-wien,2019-01-01T00:00:00,,"Von der Stadt Wien angebotene und betreute Wanderwege, Stadtwanderwege und Rundumadum-Wanderweg","OBJECTID=Laufende Nummer  
BEZ_TEXT=Bezeichnung  
URL_INFO=Link zu mehr Information im Internet  
TYP=Interne Kategorie",a50964fd-57eb-46c4-8176-e6a55ac89d5e,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:WANDERWEGLOBAUOGD&srsName=EPSG:4326&outputFormat=csv,CSV
traumhochzeitslocations-wien,2020-05-13T00:00:00,,"Orte an denen das Standesamt Wien Traumhochzeiten durchführt, davon 7 Außer-Haus-Locations des Standesamt Wien.",ID <br> LOCATION <br> BEZIRK <br> ADRESSE <br> TELEFONNUMMER <br> EMAIL <br> WEBLINK1,fa9819ea-0561-4cc4-a1f4-3f25a401580b,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:TRAUMHOCHZEITOGD&srsName=EPSG:4326&outputFormat=csv,CSV
stadtstrukturplan-wien,2019-12-13T00:00:00,,"Der Stadtstrukturplan bildet einen grundlegenden ersten Eindruck von den unterschiedlichen stadträumlichen Situationen wobei wichtige Informationen zur Stadtgestalt visuell so aufbereitet sind, dass eine erste Abschätzung relevanter Merkmale für die Betrachterinnen und Betrachter ermöglicht wird.","SHAPE (=Geometrie)   ORDNUNG (=Kategorie Geschäftsstraße, 1., 2. oder 3. Ordnung/zugänglich oder stadtbildrelevant/Gewichtung)",33e93e58-edd6-46b3-b5da-55e3b5464b46,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:STRUKALLEEOGD&srsName=EPSG:4326&outputFormat=csv,CSV
stadtstrukturplan-wien,2019-12-13T00:00:00,,"Der Stadtstrukturplan bildet einen grundlegenden ersten Eindruck von den unterschiedlichen stadträumlichen Situationen wobei wichtige Informationen zur Stadtgestalt visuell so aufbereitet sind, dass eine erste Abschätzung relevanter Merkmale für die Betrachterinnen und Betrachter ermöglicht wird.","SHAPE (=Geometrie)   ORDNUNG (=Kategorie Geschäftsstraße, 1., 2. oder 3. Ordnung/zugänglich oder stadtbildrelevant/Gewichtung)",cff299ad-bbd5-461d-a672-5536fe17881e,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:STRUKALLEEBAUMOGD&srsName=EPSG:4326&outputFormat=csv,CSV
stadtstrukturplan-wien,2019-12-13T00:00:00,,"Der Stadtstrukturplan bildet einen grundlegenden ersten Eindruck von den unterschiedlichen stadträumlichen Situationen wobei wichtige Informationen zur Stadtgestalt visuell so aufbereitet sind, dass eine erste Abschätzung relevanter Merkmale für die Betrachterinnen und Betrachter ermöglicht wird.","SHAPE (=Geometrie)   ORDNUNG (=Kategorie Geschäftsstraße, 1., 2. oder 3. Ordnung/zugänglich oder stadtbildrelevant/Gewichtung)",854cc446-5f4a-4ff5-b3f7-a22119002a12,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:STRUKBRUNNENOGD&srsName=EPSG:4326&outputFormat=csv,CSV
stadtstrukturplan-wien,2019-12-13T00:00:00,,"Der Stadtstrukturplan bildet einen grundlegenden ersten Eindruck von den unterschiedlichen stadträumlichen Situationen wobei wichtige Informationen zur Stadtgestalt visuell so aufbereitet sind, dass eine erste Abschätzung relevanter Merkmale für die Betrachterinnen und Betrachter ermöglicht wird.","SHAPE (=Geometrie)   ORDNUNG (=Kategorie Geschäftsstraße, 1., 2. oder 3. Ordnung/zugänglich oder stadtbildrelevant/Gewichtung)",6c68604c-98de-4aba-94d7-2e8badfcd4ff,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:STRUKDOMINANTEOGD&srsName=EPSG:4326&outputFormat=csv,CSV
stadtstrukturplan-wien,2019-12-13T00:00:00,,"Der Stadtstrukturplan bildet einen grundlegenden ersten Eindruck von den unterschiedlichen stadträumlichen Situationen wobei wichtige Informationen zur Stadtgestalt visuell so aufbereitet sind, dass eine erste Abschätzung relevanter Merkmale für die Betrachterinnen und Betrachter ermöglicht wird.","SHAPE (=Geometrie)   ORDNUNG (=Kategorie Geschäftsstraße, 1., 2. oder 3. Ordnung/zugänglich oder stadtbildrelevant/Gewichtung)",ed3bf8b0-38e1-47fb-bbdb-d7e023b36d1e,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:STRUKGESCHSTROGD&srsName=EPSG:4326&outputFormat=csv,CSV
stadtstrukturplan-wien,2019-12-13T00:00:00,,"Der Stadtstrukturplan bildet einen grundlegenden ersten Eindruck von den unterschiedlichen stadträumlichen Situationen wobei wichtige Informationen zur Stadtgestalt visuell so aufbereitet sind, dass eine erste Abschätzung relevanter Merkmale für die Betrachterinnen und Betrachter ermöglicht wird.","SHAPE (=Geometrie)   ORDNUNG (=Kategorie Geschäftsstraße, 1., 2. oder 3. Ordnung/zugänglich oder stadtbildrelevant/Gewichtung)",668b9d0b-40c2-4939-b1ed-101cb9d8114a,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:STRUKGRUENRAUMOGD&srsName=EPSG:4326&outputFormat=csv,CSV
stadtstrukturplan-wien,2019-12-13T00:00:00,,"Der Stadtstrukturplan bildet einen grundlegenden ersten Eindruck von den unterschiedlichen stadträumlichen Situationen wobei wichtige Informationen zur Stadtgestalt visuell so aufbereitet sind, dass eine erste Abschätzung relevanter Merkmale für die Betrachterinnen und Betrachter ermöglicht wird.","SHAPE (=Geometrie)   ORDNUNG (=Kategorie Geschäftsstraße, 1., 2. oder 3. Ordnung/zugänglich oder stadtbildrelevant/Gewichtung)",bcc16eb6-f711-4bb0-9e68-b3735fa6026f,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:STRUKBLICKPKTOGD&srsName=EPSG:4326&outputFormat=csv,CSV
stadtstrukturplan-wien,2019-12-13T00:00:00,,"Der Stadtstrukturplan bildet einen grundlegenden ersten Eindruck von den unterschiedlichen stadträumlichen Situationen wobei wichtige Informationen zur Stadtgestalt visuell so aufbereitet sind, dass eine erste Abschätzung relevanter Merkmale für die Betrachterinnen und Betrachter ermöglicht wird.","SHAPE (=Geometrie)   ORDNUNG (=Kategorie Geschäftsstraße, 1., 2. oder 3. Ordnung/zugänglich oder stadtbildrelevant/Gewichtung)",e6a6d070-75a9-4f1f-ad4f-4e045b677833,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:STRUKKOMPLEXOGD&srsName=EPSG:4326&outputFormat=csv,CSV
stadtstrukturplan-wien,2019-12-13T00:00:00,,"Der Stadtstrukturplan bildet einen grundlegenden ersten Eindruck von den unterschiedlichen stadträumlichen Situationen wobei wichtige Informationen zur Stadtgestalt visuell so aufbereitet sind, dass eine erste Abschätzung relevanter Merkmale für die Betrachterinnen und Betrachter ermöglicht wird.","SHAPE (=Geometrie)   ORDNUNG (=Kategorie Geschäftsstraße, 1., 2. oder 3. Ordnung/zugänglich oder stadtbildrelevant/Gewichtung)",7abf433a-efd3-4184-b06c-ec578a2539ff,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:STRUKBAUWERKEOGD&srsName=EPSG:4326&outputFormat=csv,CSV
stadtstrukturplan-wien,2019-12-13T00:00:00,,"Der Stadtstrukturplan bildet einen grundlegenden ersten Eindruck von den unterschiedlichen stadträumlichen Situationen wobei wichtige Informationen zur Stadtgestalt visuell so aufbereitet sind, dass eine erste Abschätzung relevanter Merkmale für die Betrachterinnen und Betrachter ermöglicht wird.","SHAPE (=Geometrie)   ORDNUNG (=Kategorie Geschäftsstraße, 1., 2. oder 3. Ordnung/zugänglich oder stadtbildrelevant/Gewichtung)",57e2cfbd-d919-48de-8492-588d95cbf87b,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:STRUKMARKSITOGD&srsName=EPSG:4326&outputFormat=csv,CSV
stadtstrukturplan-wien,2019-12-13T00:00:00,,"Der Stadtstrukturplan bildet einen grundlegenden ersten Eindruck von den unterschiedlichen stadträumlichen Situationen wobei wichtige Informationen zur Stadtgestalt visuell so aufbereitet sind, dass eine erste Abschätzung relevanter Merkmale für die Betrachterinnen und Betrachter ermöglicht wird.","SHAPE (=Geometrie)   ORDNUNG (=Kategorie Geschäftsstraße, 1., 2. oder 3. Ordnung/zugänglich oder stadtbildrelevant/Gewichtung)",7b939c29-5410-4ff9-a191-f26ea3d77d10,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:STRUKPLATZOGD&srsName=EPSG:4326&outputFormat=csv,CSV
stadtstrukturplan-wien,2019-12-13T00:00:00,,"Der Stadtstrukturplan bildet einen grundlegenden ersten Eindruck von den unterschiedlichen stadträumlichen Situationen wobei wichtige Informationen zur Stadtgestalt visuell so aufbereitet sind, dass eine erste Abschätzung relevanter Merkmale für die Betrachterinnen und Betrachter ermöglicht wird.","SHAPE (=Geometrie)   ORDNUNG (=Kategorie Geschäftsstraße, 1., 2. oder 3. Ordnung/zugänglich oder stadtbildrelevant/Gewichtung)",1523044f-cb0e-4ce8-affa-40e0bbf3ef52,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:STRUKGESTALTBEROGD&srsName=EPSG:4326&outputFormat=csv,CSV
stadtstrukturplan-wien,2019-12-13T00:00:00,,"Der Stadtstrukturplan bildet einen grundlegenden ersten Eindruck von den unterschiedlichen stadträumlichen Situationen wobei wichtige Informationen zur Stadtgestalt visuell so aufbereitet sind, dass eine erste Abschätzung relevanter Merkmale für die Betrachterinnen und Betrachter ermöglicht wird.","SHAPE (=Geometrie)   ORDNUNG (=Kategorie Geschäftsstraße, 1., 2. oder 3. Ordnung/zugänglich oder stadtbildrelevant/Gewichtung)",5cce1908-00cc-45a6-878a-27e8c6f5ce98,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:STRUKRAUMKANTEOGD&srsName=EPSG:4326&outputFormat=csv,CSV
spielplatze-standorte-wien,2019-12-13T00:00:00,,"Spielplätze, Standorte, Wien","TYP_DETAIL: Spielplatzkategorie   
SPIELPLATZ_DETAIL: Spielmöglichkeiten   
STANDORT: Standortangabe   
BEZIRK: Wiener Gemeindebezirksnummer",d7477bee-cfc3-45c0-96a1-5911e0ae122c,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:SPIELPLATZPUNKTOGD&srsName=EPSG:4326&outputFormat=csv,CSV
parkanlagen-standorte-wien,2019-12-13T00:00:00,,Standorte der Parkanlagen in Wien,PARKANLAGE: Bezeichnung der Anlage   BEZIRK: Wiener Gemeindebezirksnummer   FLAECHE: Größe der Anlage in Quadratmeter   OEFF_ZEITEN: Sperr- und Öffnungszeiten   SPIELPLATZ: Ja/Nein   TRINKBRUNNEN: Ja/Nein   HUNDEZONE: Hundeflächentyp wenn vorhanden   TELEFON: Telefonnummer   WEITERE_INFO: Link zu Parkanlagen in Wien,e39e9ccb-eed0-48f1-b162-29baa8f317dd,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:PARKINFOOGD&srsName=EPSG:4326&outputFormat=csv,CSV
mittelalterliche-stadtbefestigung-wien,2020-02-13T00:00:00,,"Darstellung der mittelalterlichen Stadtbefestigung mit Türme, Toren und Gräben.","Stadtmauer.shp: Polygone der mittelalterlichen Stadtmauer, Graben, Türme und Tore",2936b1bc-b05a-4d9b-8118-36b968e57ff0,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:MITTELALTBEFESTOGD&srsName=EPSG:4326&outputFormat=csv,CSV
mittelalterliche-siedlungsbereiche-wien,0900-01-05T00:00:00,,Mittelalterliche Siedlungsstrukturen im Bereich des heutigen 1. Wiener Gemeindebezirkes vom 10.- 14. Jahrhundert mit  Stadtmauern und dem ehemaligen Donauabbruch.,ObjectID  Typ  Typ_Text  Shape>br>Beschreibung  shape.len  shape.area,5c94bbe5-41d3-4f1b-be62-9ff394e2b947,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:MITTELALTMAUEROGD&srsName=EPSG:4326&outputFormat=csv,CSV
mittelalterliche-siedlungsbereiche-wien,0900-01-05T00:00:00,,Mittelalterliche Siedlungsstrukturen im Bereich des heutigen 1. Wiener Gemeindebezirkes vom 10.- 14. Jahrhundert mit  Stadtmauern und dem ehemaligen Donauabbruch.,ObjectID  Typ  Typ_Text  Shape>br>Beschreibung  shape.len  shape.area,1ace0505-6910-4168-bc73-2cb2ed64881a,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:MITTELALTSDLGOGD&srsName=EPSG:4326&outputFormat=csv,CSV
legionslager-sondergebaude-wien,2016-01-01T00:00:00,,Die aufgrund von Grabungsbefunden rekonstruierten Grundflächen der Sondergebäude innerhalb des Legionslagers Vindobona,"Lagerbauten.shp: Polygone der rekonstruierten Sondergebäude (Kommandogebäude - principia, Legatenpalast - praetorium, Thermen, Werkstattgebäude - fabrica und Tribunenhäuser) im Legionslager Vindobona",a873c555-d6c0-4eec-8b6b-8bccf55eb28a,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:LAGERBAUOGD&srsName=EPSG:4326&outputFormat=csv,CSV
legionslager-kasernen-wien,2016-01-01T00:00:00,,Die aufgrund von Grabungsbefunden rekonstruierbaren römischen Kasernenbauten des Legionslagers Vindobona,Kasernen.shp: Polylinien der rekonstruierten Kasernengrundrisse im römischen Legionslager,ccf5fa99-f910-44ad-8e4b-c9aed6fe082b,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:KASERNEOGD&srsName=EPSG:4326&outputFormat=csv,CSV
legionslager-hauptstraben-wien,2016-01-01T00:00:00,,Die aufgrund von Grabungsbefunden rekonstruierten römischen Hauptverbindungswege innerhalb des Legionslagers Vindobona,"Hauptstrassen.shp: Polygone der rekonstruierten Hauptachsen des Legionslagers: via principalis, via praetoria, via decumana und via sagularis",436d782a-3fc0-4e6d-8363-d5db0ace6edb,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:HAUPTSTRARCHOGD&srsName=EPSG:4326&outputFormat=csv,CSV
legionslager-befestigungsanlagen-wien,2016-01-01T00:00:00,,Die aufgrund von Grabungsbefunden rekonstruierte römische Umfassungsmauer mit Türmen und Gräben des Legionslagers Vindobona,"Fortifikation_Lager.shp: Polygone der rekonstruierten Umfassungsmauer, der Tor- und Zwischentürme sowie der drei Umfassungsgräben des Legionslagers Vindobona",02c778c4-ac65-4ff5-bc76-2dec627ce453,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:FORTIFIKATIONOGD&srsName=EPSG:4326&outputFormat=csv,CSV
legionslager-archaologische-befunde-wien,2016-01-01T00:00:00,,Alle bisherigen römerzeitlichen Grabungsbefunde innerhalb des Legionslagers Vindobona,Befund_Archaeologie.shp: Polylinien der auf den Grabungen innerhalb des Legionslagers aufgedeckten Strukturen.,b89e3e9f-5736-40e7-ab10-cb0991369f41,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:BEFUNDARCHAEOOGD&srsName=EPSG:4326&outputFormat=csv,CSV
hotels-und-unterkunfte-in-wien,2019-12-01T00:00:00,,Alle Hotels und Unterkünfte in Wien,Informationen zur Lage und Ausstattung aller Hotels in Wien,f530d316-2f2b-4024-a1fe-e2c04ca2d9f4,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:UNTERKUNFTOGD&srsName=EPSG:4326&outputFormat=csv,CSV
